FPR,Mean TPR,Std TPR
0.0,0.2592592592592592,0.23306863292670035
0.010101010101010102,0.26015712682379344,0.23208528158973254
0.020202020202020204,0.2610549943883277,0.2311330151193358
0.030303030303030304,0.2619528619528619,0.23021221926090263
0.04040404040404041,0.26285072951739613,0.22932327310417028
0.05050505050505051,0.2637485970819304,0.228466548423823
0.06060606060606061,0.26464646464646463,0.2276424090135346
0.07070707070707072,0.39444444444444443,0.282375529469795
0.08080808080808081,0.39444444444444443,0.282375529469795
0.09090909090909091,0.39444444444444443,0.282375529469795
0.10101010101010102,0.39444444444444443,0.282375529469795
0.11111111111111112,0.39444444444444443,0.282375529469795
0.12121212121212122,0.39444444444444443,0.282375529469795
0.13131313131313133,0.474074074074074,0.3316004338607317
0.14141414141414144,0.474074074074074,0.3316004338607317
0.15151515151515152,0.474074074074074,0.3316004338607317
0.16161616161616163,0.474074074074074,0.3316004338607317
0.17171717171717174,0.474074074074074,0.3316004338607317
0.18181818181818182,0.474074074074074,0.3316004338607317
0.19191919191919193,0.5314814814814814,0.34689985034998144
0.20202020202020204,0.5314814814814814,0.34689985034998144
0.21212121212121213,0.5314814814814814,0.34689985034998144
0.22222222222222224,0.5314814814814814,0.34689985034998144
0.23232323232323235,0.5314814814814814,0.34689985034998144
0.24242424242424243,0.5314814814814814,0.34689985034998144
0.25252525252525254,0.5518518518518517,0.3638123093484751
0.26262626262626265,0.5518518518518517,0.3638123093484751
0.27272727272727276,0.5518518518518517,0.3638123093484751
0.2828282828282829,0.5518518518518517,0.3638123093484751
0.29292929292929293,0.5518518518518517,0.3638123093484751
0.30303030303030304,0.5518518518518517,0.3638123093484751
0.31313131313131315,0.5925925925925926,0.36907179758083297
0.32323232323232326,0.5925925925925926,0.36907179758083297
0.33333333333333337,0.5925925925925926,0.36907179758083297
0.3434343434343435,0.5925925925925926,0.36907179758083297
0.3535353535353536,0.5925925925925926,0.36907179758083297
0.36363636363636365,0.5925925925925926,0.36907179758083297
0.37373737373737376,0.5925925925925926,0.36907179758083297
0.38383838383838387,0.6055555555555555,0.37337209528344656
0.393939393939394,0.6055555555555555,0.37337209528344656
0.4040404040404041,0.6055555555555555,0.37337209528344656
0.4141414141414142,0.6055555555555555,0.37337209528344656
0.42424242424242425,0.6055555555555555,0.37337209528344656
0.43434343434343436,0.6055555555555555,0.37337209528344656
0.4444444444444445,0.625925925925926,0.37090701861909453
0.4545454545454546,0.625925925925926,0.37090701861909453
0.4646464646464647,0.625925925925926,0.37090701861909453
0.4747474747474748,0.625925925925926,0.37090701861909453
0.48484848484848486,0.625925925925926,0.37090701861909453
0.494949494949495,0.625925925925926,0.37090701861909453
0.5050505050505051,0.6481481481481481,0.3648665125994175
0.5151515151515152,0.6481481481481481,0.3648665125994175
0.5252525252525253,0.6481481481481481,0.3648665125994175
0.5353535353535354,0.6481481481481481,0.3648665125994175
0.5454545454545455,0.6481481481481481,0.3648665125994175
0.5555555555555556,0.6481481481481481,0.3648665125994175
0.5656565656565657,0.6685185185185187,0.3576472041464114
0.5757575757575758,0.6685185185185187,0.3576472041464114
0.5858585858585859,0.6685185185185187,0.3576472041464114
0.595959595959596,0.6685185185185187,0.3576472041464114
0.6060606060606061,0.6685185185185187,0.3576472041464114
0.6161616161616162,0.6685185185185187,0.3576472041464114
0.6262626262626263,0.6981481481481481,0.3419212641700314
0.6363636363636365,0.6981481481481481,0.3419212641700314
0.6464646464646465,0.6981481481481481,0.3419212641700314
0.6565656565656566,0.6981481481481481,0.3419212641700314
0.6666666666666667,0.6981481481481481,0.3419212641700314
0.6767676767676768,0.6981481481481481,0.3419212641700314
0.686868686868687,0.6981481481481481,0.3419212641700314
0.696969696969697,0.7240740740740741,0.3303311303718282
0.7070707070707072,0.7240740740740741,0.3303311303718282
0.7171717171717172,0.7240740740740741,0.3303311303718282
0.7272727272727273,0.7240740740740741,0.3303311303718282
0.7373737373737375,0.7240740740740741,0.3303311303718282
0.7474747474747475,0.7240740740740741,0.3303311303718282
0.7575757575757577,0.7277777777777779,0.3321532609379511
0.7676767676767677,0.7277777777777779,0.3321532609379511
0.7777777777777778,0.7277777777777779,0.3321532609379511
0.787878787878788,0.7277777777777779,0.3321532609379511
0.797979797979798,0.7277777777777779,0.3321532609379511
0.8080808080808082,0.7277777777777779,0.3321532609379511
0.8181818181818182,0.7888888888888889,0.2873892701417236
0.8282828282828284,0.7888888888888889,0.2873892701417236
0.8383838383838385,0.7888888888888889,0.2873892701417236
0.8484848484848485,0.7888888888888889,0.2873892701417236
0.8585858585858587,0.7888888888888889,0.2873892701417236
0.8686868686868687,0.7888888888888889,0.2873892701417236
0.8787878787878789,0.8074074074074075,0.2735731157425094
0.888888888888889,0.8074074074074075,0.2735731157425094
0.8989898989898991,0.8074074074074075,0.2735731157425094
0.9090909090909092,0.8074074074074075,0.2735731157425094
0.9191919191919192,0.8074074074074075,0.2735731157425094
0.9292929292929294,0.8074074074074075,0.2735731157425094
0.9393939393939394,0.8833333333333334,0.19747202055634697
0.9494949494949496,0.8833333333333334,0.19747202055634697
0.9595959595959597,0.8833333333333334,0.19747202055634697
0.9696969696969697,0.8833333333333334,0.19747202055634697
0.9797979797979799,0.8833333333333334,0.19747202055634697
0.98989898989899,0.8833333333333334,0.19747202055634697
1.0,1.0,0.0
